number,precinct,office,district,party,office,votes
62729515,Tacoma 515,Rep 29-1,29,,write-ins,6
62729516,Tacoma 516,Rep 29-1,29,,write-ins,15
62729517,Tacoma 517,Rep 29-1,29,,write-ins,5
62729518,Tacoma 518,Rep 29-1,29,,write-ins,15
62729519,Tacoma 519,Rep 29-1,29,,write-ins,2
62729520,Tacoma 520,Rep 29-1,29,,write-ins,12
62729521,Tacoma 521,Rep 29-1,29,,write-ins,13
62729522,Tacoma 522,Rep 29-1,29,,write-ins,8
62729523,Tacoma 523,Rep 29-1,29,,write-ins,0
62729530,Univ Place 530,Rep 29-1,29,,write-ins,8
62729531,Lakewood 531,Rep 29-1,29,,write-ins,0
62729532,Lakewood 532,Rep 29-1,29,,write-ins,9
62729533,Lakewood 533,Rep 29-1,29,,write-ins,10
62729534,Lakewood 534,Rep 29-1,29,,write-ins,27
62729535,Lakewood 535,Rep 29-1,29,,write-ins,3
62729536,Lakewood 536,Rep 29-1,29,,write-ins,11
62729538,Lakewood 538,Rep 29-1,29,,write-ins,2
62729545,Lakewood 545,Rep 29-1,29,,write-ins,2
62729546,546,Rep 29-1,29,,write-ins,2
62729548,548,Rep 29-1,29,,write-ins,1
62729549,549,Rep 29-1,29,,write-ins,1
62729550,550,Rep 29-1,29,,write-ins,18
62729551,551,Rep 29-1,29,,write-ins,1
62729552,552,Rep 29-1,29,,write-ins,0
62729553,553,Rep 29-1,29,,write-ins,5
62729554,554,Rep 29-1,29,,write-ins,6
62729555,Parkland 555,Rep 29-1,29,,write-ins,21
62729556,Parkland 556,Rep 29-1,29,,write-ins,14
62729557,Parkland 557,Rep 29-1,29,,write-ins,0
62729558,Parkland 558,Rep 29-1,29,,write-ins,6
62729559,Parkland 559,Rep 29-1,29,,write-ins,14
62729560,Parkland 560,Rep 29-1,29,,write-ins,20
62729561,561,Rep 29-1,29,,write-ins,0
62729562,562,Rep 29-1,29,,write-ins,1
62729566,566,Rep 29-1,29,,write-ins,1
92729537,Lakewood 537,Rep 29-1,29,,write-ins,5
92729563,563,Rep 29-1,29,,write-ins,11
92729564,564,Rep 29-1,29,,write-ins,13
92729565,565,Rep 29-1,29,,write-ins,8
PIERCE WA,PIERCE WA,Rep 29-1,29,,write-ins,470
62729500,Tacoma 500,Rep 29-2,29,D,Steve Kirby,0
62729501,Tacoma 501,Rep 29-2,29,D,Steve Kirby,515
62729502,Tacoma 502,Rep 29-2,29,D,Steve Kirby,605
62729503,Tacoma 503,Rep 29-2,29,D,Steve Kirby,416
62729504,Tacoma 504,Rep 29-2,29,D,Steve Kirby,553
62729505,Tacoma 505,Rep 29-2,29,D,Steve Kirby,491
62729506,Tacoma 506,Rep 29-2,29,D,Steve Kirby,487
62729507,Tacoma 507,Rep 29-2,29,D,Steve Kirby,612
62729508,Tacoma 508,Rep 29-2,29,D,Steve Kirby,62
62729509,Tacoma 509,Rep 29-2,29,D,Steve Kirby,341
62729510,Tacoma 510,Rep 29-2,29,D,Steve Kirby,707
62729511,Tacoma 511,Rep 29-2,29,D,Steve Kirby,643
62729512,Tacoma 512,Rep 29-2,29,D,Steve Kirby,525
62729513,Tacoma 513,Rep 29-2,29,D,Steve Kirby,518
62729515,Tacoma 515,Rep 29-2,29,D,Steve Kirby,341
62729516,Tacoma 516,Rep 29-2,29,D,Steve Kirby,596
62729517,Tacoma 517,Rep 29-2,29,D,Steve Kirby,742
62729518,Tacoma 518,Rep 29-2,29,D,Steve Kirby,509
62729519,Tacoma 519,Rep 29-2,29,D,Steve Kirby,109
62729520,Tacoma 520,Rep 29-2,29,D,Steve Kirby,414
62729521,Tacoma 521,Rep 29-2,29,D,Steve Kirby,431
62729522,Tacoma 522,Rep 29-2,29,D,Steve Kirby,351
62729523,Tacoma 523,Rep 29-2,29,D,Steve Kirby,11
62729530,Univ Place 530,Rep 29-2,29,D,Steve Kirby,162
62729531,Lakewood 531,Rep 29-2,29,D,Steve Kirby,2
62729532,Lakewood 532,Rep 29-2,29,D,Steve Kirby,495
62729533,Lakewood 533,Rep 29-2,29,D,Steve Kirby,466
62729534,Lakewood 534,Rep 29-2,29,D,Steve Kirby,500
62729535,Lakewood 535,Rep 29-2,29,D,Steve Kirby,352
62729536,Lakewood 536,Rep 29-2,29,D,Steve Kirby,446
62729538,Lakewood 538,Rep 29-2,29,D,Steve Kirby,13
62729545,Lakewood 545,Rep 29-2,29,D,Steve Kirby,81
62729546,546,Rep 29-2,29,D,Steve Kirby,32
62729548,548,Rep 29-2,29,D,Steve Kirby,5
62729549,549,Rep 29-2,29,D,Steve Kirby,250
62729550,550,Rep 29-2,29,D,Steve Kirby,376
62729551,551,Rep 29-2,29,D,Steve Kirby,8
62729552,552,Rep 29-2,29,D,Steve Kirby,30
62729553,553,Rep 29-2,29,D,Steve Kirby,170
62729554,554,Rep 29-2,29,D,Steve Kirby,99
62729555,Parkland 555,Rep 29-2,29,D,Steve Kirby,497
62729556,Parkland 556,Rep 29-2,29,D,Steve Kirby,450
62729557,Parkland 557,Rep 29-2,29,D,Steve Kirby,3
62729558,Parkland 558,Rep 29-2,29,D,Steve Kirby,415
62729559,Parkland 559,Rep 29-2,29,D,Steve Kirby,293
62729560,Parkland 560,Rep 29-2,29,D,Steve Kirby,738
62729561,561,Rep 29-2,29,D,Steve Kirby,2
62729562,562,Rep 29-2,29,D,Steve Kirby,13
62729566,566,Rep 29-2,29,D,Steve Kirby,4
92729537,Lakewood 537,Rep 29-2,29,D,Steve Kirby,153
92729563,563,Rep 29-2,29,D,Steve Kirby,251
92729564,564,Rep 29-2,29,D,Steve Kirby,531
92729565,565,Rep 29-2,29,D,Steve Kirby,280
PIERCE WA,PIERCE WA,Rep 29-2,29,D,Steve Kirby,17096
62729500,Tacoma 500,Rep 29-2,29,,write-ins,0
62729501,Tacoma 501,Rep 29-2,29,,write-ins,24
62729502,Tacoma 502,Rep 29-2,29,,write-ins,16
62729503,Tacoma 503,Rep 29-2,29,,write-ins,4
62729504,Tacoma 504,Rep 29-2,29,,write-ins,17
62729505,Tacoma 505,Rep 29-2,29,,write-ins,16
62729506,Tacoma 506,Rep 29-2,29,,write-ins,17
62729507,Tacoma 507,Rep 29-2,29,,write-ins,16
62729508,Tacoma 508,Rep 29-2,29,,write-ins,0
62729509,Tacoma 509,Rep 29-2,29,,write-ins,11
62729510,Tacoma 510,Rep 29-2,29,,write-ins,14
62729511,Tacoma 511,Rep 29-2,29,,write-ins,19
62729512,Tacoma 512,Rep 29-2,29,,write-ins,16
62729513,Tacoma 513,Rep 29-2,29,,write-ins,6
62729515,Tacoma 515,Rep 29-2,29,,write-ins,6
62729516,Tacoma 516,Rep 29-2,29,,write-ins,14
62729517,Tacoma 517,Rep 29-2,29,,write-ins,7
62729518,Tacoma 518,Rep 29-2,29,,write-ins,18
62729519,Tacoma 519,Rep 29-2,29,,write-ins,2
62729520,Tacoma 520,Rep 29-2,29,,write-ins,14
62729521,Tacoma 521,Rep 29-2,29,,write-ins,11
62729522,Tacoma 522,Rep 29-2,29,,write-ins,8
62729523,Tacoma 523,Rep 29-2,29,,write-ins,0
62729530,Univ Place 530,Rep 29-2,29,,write-ins,6
62729531,Lakewood 531,Rep 29-2,29,,write-ins,0
62729532,Lakewood 532,Rep 29-2,29,,write-ins,10
62729533,Lakewood 533,Rep 29-2,29,,write-ins,11
62729534,Lakewood 534,Rep 29-2,29,,write-ins,26
62729535,Lakewood 535,Rep 29-2,29,,write-ins,5
62729536,Lakewood 536,Rep 29-2,29,,write-ins,13
62729538,Lakewood 538,Rep 29-2,29,,write-ins,1
62729545,Lakewood 545,Rep 29-2,29,,write-ins,2
62729546,546,Rep 29-2,29,,write-ins,2
62729548,548,Rep 29-2,29,,write-ins,1
62729549,549,Rep 29-2,29,,write-ins,2
62729550,550,Rep 29-2,29,,write-ins,15
62729551,551,Rep 29-2,29,,write-ins,1
62729552,552,Rep 29-2,29,,write-ins,0
62729553,553,Rep 29-2,29,,write-ins,5
62729554,554,Rep 29-2,29,,write-ins,7
62729555,Parkland 555,Rep 29-2,29,,write-ins,18
62729556,Parkland 556,Rep 29-2,29,,write-ins,14
62729557,Parkland 557,Rep 29-2,29,,write-ins,0
62729558,Parkland 558,Rep 29-2,29,,write-ins,7
62729559,Parkland 559,Rep 29-2,29,,write-ins,13
62729560,Parkland 560,Rep 29-2,29,,write-ins,20
62729561,561,Rep 29-2,29,,write-ins,0
62729562,562,Rep 29-2,29,,write-ins,1
62729566,566,Rep 29-2,29,,write-ins,1
92729537,Lakewood 537,Rep 29-2,29,,write-ins,5
92729563,563,Rep 29-2,29,,write-ins,9
92729564,564,Rep 29-2,29,,write-ins,10
92729565,565,Rep 29-2,29,,write-ins,7
PIERCE WA,PIERCE WA,Rep 29-2,29,,write-ins,468
82731617,Sumner 617,Senate 31,31,D,Yvonne Ward,0
82731618,Auburn 618,Senate 31,31,D,Yvonne Ward,23
82731619,Auburn 619,Senate 31,31,D,Yvonne Ward,585
82731621,Bonney Lake 621,Senate 31,31,D,Yvonne Ward,372
82731622,Bonney Lake 622,Senate 31,31,D,Yvonne Ward,620
82731623,Bonney Lake 623,Senate 31,31,D,Yvonne Ward,314
82731624,Bonney Lake 624,Senate 31,31,D,Yvonne Ward,298
82731625,Bonney Lake 625,Senate 31,31,D,Yvonne Ward,320
82731626,Bonney Lake 626,Senate 31,31,D,Yvonne Ward,54
82731627,Buckley 627,Senate 31,31,D,Yvonne Ward,195
82731628,Buckley 628,Senate 31,31,D,Yvonne Ward,453
82731629,South Prairie 629,Senate 31,31,D,Yvonne Ward,52
82731630,Wilkeson 630,Senate 31,31,D,Yvonne Ward,85
82731638,Lake Tapps 638,Senate 31,31,D,Yvonne Ward,252
82731639,Lake Tapps 639,Senate 31,31,D,Yvonne Ward,185
82731640,Lake Tapps 640,Senate 31,31,D,Yvonne Ward,490
82731641,Lake Tapps 641,Senate 31,31,D,Yvonne Ward,46
82731642,Lake Tapps 642,Senate 31,31,D,Yvonne Ward,228
82731645,645,Senate 31,31,D,Yvonne Ward,112
82731646,646,Senate 31,31,D,Yvonne Ward,130
82731647,647,Senate 31,31,D,Yvonne Ward,7
82731648,648,Senate 31,31,D,Yvonne Ward,99
82731649,649,Senate 31,31,D,Yvonne Ward,63
82731650,Lake Tapps 650,Senate 31,31,D,Yvonne Ward,213
82731651,Lake Tapps 651,Senate 31,31,D,Yvonne Ward,179
82731652,Lake Tapps 652,Senate 31,31,D,Yvonne Ward,223
82731653,Lake Tapps 653,Senate 31,31,D,Yvonne Ward,231
82731654,654,Senate 31,31,D,Yvonne Ward,88
82731655,655,Senate 31,31,D,Yvonne Ward,218
82731656,656,Senate 31,31,D,Yvonne Ward,100
82731657,657,Senate 31,31,D,Yvonne Ward,184
82731658,658,Senate 31,31,D,Yvonne Ward,452
82731659,659,Senate 31,31,D,Yvonne Ward,368
82731660,660,Senate 31,31,D,Yvonne Ward,119
82731661,661,Senate 31,31,D,Yvonne Ward,79
82731662,662,Senate 31,31,D,Yvonne Ward,122
82731663,663,Senate 31,31,D,Yvonne Ward,115
82731664,664,Senate 31,31,D,Yvonne Ward,97
82731665,665,Senate 31,31,D,Yvonne Ward,197
82731666,666,Senate 31,31,D,Yvonne Ward,118
82731667,667,Senate 31,31,D,Yvonne Ward,165
82731668,wilkeson rur 668,Senate 31,31,D,Yvonne Ward,45
82731669,wilkeson rur 669,Senate 31,31,D,Yvonne Ward,8
82731670,670,Senate 31,31,D,Yvonne Ward,67
82731671,671,Senate 31,31,D,Yvonne Ward,3
82731672,672,Senate 31,31,D,Yvonne Ward,78
82731673,673,Senate 31,31,D,Yvonne Ward,8
92731601,Edgewood 601,Senate 31,31,D,Yvonne Ward,159
92731602,Edgewood 602,Senate 31,31,D,Yvonne Ward,495
92731603,Edgewood 603,Senate 31,31,D,Yvonne Ward,621
92731604,Edgewood 604,Senate 31,31,D,Yvonne Ward,143
92731608,Pacific 608,Senate 31,31,D,Yvonne Ward,8
92731611,Sumner 611,Senate 31,31,D,Yvonne Ward,1
92731612,Sumner 612,Senate 31,31,D,Yvonne Ward,3
92731613,Sumner 613,Senate 31,31,D,Yvonne Ward,11
92731614,Sumner 614,Senate 31,31,D,Yvonne Ward,433
92731615,Sumner 615,Senate 31,31,D,Yvonne Ward,471
92731616,Sumner 616,Senate 31,31,D,Yvonne Ward,575
92731631,Puyallup 631,Senate 31,31,D,Yvonne Ward,2
92731636,Sumner 636,Senate 31,31,D,Yvonne Ward,0
92731643,643,Senate 31,31,D,Yvonne Ward,55
92731644,644,Senate 31,31,D,Yvonne Ward,63
PIERCE WA,PIERCE WA,Senate 31,31,D,Yvonne Ward,11500
82731617,Sumner 617,Senate 31,31,R,Pam Roach,1
82731618,Auburn 618,Senate 31,31,R,Pam Roach,13
82731619,Auburn 619,Senate 31,31,R,Pam Roach,620
82731621,Bonney Lake 621,Senate 31,31,R,Pam Roach,439
82731622,Bonney Lake 622,Senate 31,31,R,Pam Roach,837
82731623,Bonney Lake 623,Senate 31,31,R,Pam Roach,324
82731624,Bonney Lake 624,Senate 31,31,R,Pam Roach,414
82731625,Bonney Lake 625,Senate 31,31,R,Pam Roach,297
82731626,Bonney Lake 626,Senate 31,31,R,Pam Roach,90
82731627,Buckley 627,Senate 31,31,R,Pam Roach,205
82731628,Buckley 628,Senate 31,31,R,Pam Roach,487
82731629,South Prairie 629,Senate 31,31,R,Pam Roach,72
82731630,Wilkeson 630,Senate 31,31,R,Pam Roach,80
82731638,Lake Tapps 638,Senate 31,31,R,Pam Roach,304
82731639,Lake Tapps 639,Senate 31,31,R,Pam Roach,299
82731640,Lake Tapps 640,Senate 31,31,R,Pam Roach,528
82731641,Lake Tapps 641,Senate 31,31,R,Pam Roach,49
82731642,Lake Tapps 642,Senate 31,31,R,Pam Roach,228
82731645,645,Senate 31,31,R,Pam Roach,149
82731646,646,Senate 31,31,R,Pam Roach,124
82731647,647,Senate 31,31,R,Pam Roach,10
82731648,648,Senate 31,31,R,Pam Roach,89
82731649,649,Senate 31,31,R,Pam Roach,70
82731650,Lake Tapps 650,Senate 31,31,R,Pam Roach,266
82731651,Lake Tapps 651,Senate 31,31,R,Pam Roach,227
82731652,Lake Tapps 652,Senate 31,31,R,Pam Roach,425
82731653,Lake Tapps 653,Senate 31,31,R,Pam Roach,487
82731654,654,Senate 31,31,R,Pam Roach,96
82731655,655,Senate 31,31,R,Pam Roach,290
82731656,656,Senate 31,31,R,Pam Roach,115
82731657,657,Senate 31,31,R,Pam Roach,252
82731658,658,Senate 31,31,R,Pam Roach,555
82731659,659,Senate 31,31,R,Pam Roach,433
82731660,660,Senate 31,31,R,Pam Roach,164
82731661,661,Senate 31,31,R,Pam Roach,101
82731662,662,Senate 31,31,R,Pam Roach,136
82731663,663,Senate 31,31,R,Pam Roach,81
82731664,664,Senate 31,31,R,Pam Roach,115
82731665,665,Senate 31,31,R,Pam Roach,188
82731666,666,Senate 31,31,R,Pam Roach,205
82731667,667,Senate 31,31,R,Pam Roach,274
82731668,wilkeson rur 668,Senate 31,31,R,Pam Roach,72
82731669,wilkeson rur 669,Senate 31,31,R,Pam Roach,7
82731670,670,Senate 31,31,R,Pam Roach,93
82731671,671,Senate 31,31,R,Pam Roach,0
82731672,672,Senate 31,31,R,Pam Roach,66
82731673,673,Senate 31,31,R,Pam Roach,6
92731601,Edgewood 601,Senate 31,31,R,Pam Roach,130
92731602,Edgewood 602,Senate 31,31,R,Pam Roach,570
92731603,Edgewood 603,Senate 31,31,R,Pam Roach,613
92731604,Edgewood 604,Senate 31,31,R,Pam Roach,163
92731608,Pacific 608,Senate 31,31,R,Pam Roach,17
92731611,Sumner 611,Senate 31,31,R,Pam Roach,3
92731612,Sumner 612,Senate 31,31,R,Pam Roach,4
92731613,Sumner 613,Senate 31,31,R,Pam Roach,3
92731614,Sumner 614,Senate 31,31,R,Pam Roach,337
92731615,Sumner 615,Senate 31,31,R,Pam Roach,328
92731616,Sumner 616,Senate 31,31,R,Pam Roach,498
92731631,Puyallup 631,Senate 31,31,R,Pam Roach,6
92731636,Sumner 636,Senate 31,31,R,Pam Roach,0
92731643,643,Senate 31,31,R,Pam Roach,20
92731644,644,Senate 31,31,R,Pam Roach,60
PIERCE WA,PIERCE CO,Senate 31,31,R,Pam Roach,13135
82731617,Sumner 617,Rep 31-1,31,D,Karen Willard,0
82731618,Auburn 618,Rep 31-1,31,D,Karen Willard,18
82731619,Auburn 619,Rep 31-1,31,D,Karen Willard,548
82731621,Bonney Lake 621,Rep 31-1,31,D,Karen Willard,360
82731622,Bonney Lake 622,Rep 31-1,31,D,Karen Willard,565
82731623,Bonney Lake 623,Rep 31-1,31,D,Karen Willard,301
82731624,Bonney Lake 624,Rep 31-1,31,D,Karen Willard,320
82731625,Bonney Lake 625,Rep 31-1,31,D,Karen Willard,288
82731626,Bonney Lake 626,Rep 31-1,31,D,Karen Willard,57
82731627,Buckley 627,Rep 31-1,31,D,Karen Willard,201
82731628,Buckley 628,Rep 31-1,31,D,Karen Willard,447
82731629,South Prairie 629,Rep 31-1,31,D,Karen Willard,58
82731630,Wilkeson 630,Rep 31-1,31,D,Karen Willard,81
82731638,Lake Tapps 638,Rep 31-1,31,D,Karen Willard,234
82731639,Lake Tapps 639,Rep 31-1,31,D,Karen Willard,175
82731640,Lake Tapps 640,Rep 31-1,31,D,Karen Willard,427
82731641,Lake Tapps 641,Rep 31-1,31,D,Karen Willard,42
82731642,Lake Tapps 642,Rep 31-1,31,D,Karen Willard,202
82731645,645,Rep 31-1,31,D,Karen Willard,121
82731646,646,Rep 31-1,31,D,Karen Willard,118
82731647,647,Rep 31-1,31,D,Karen Willard,6
82731648,648,Rep 31-1,31,D,Karen Willard,100
82731649,649,Rep 31-1,31,D,Karen Willard,56
82731650,Lake Tapps 650,Rep 31-1,31,D,Karen Willard,193
82731651,Lake Tapps 651,Rep 31-1,31,D,Karen Willard,170
82731652,Lake Tapps 652,Rep 31-1,31,D,Karen Willard,214
82731653,Lake Tapps 653,Rep 31-1,31,D,Karen Willard,208
82731654,654,Rep 31-1,31,D,Karen Willard,90
82731655,655,Rep 31-1,31,D,Karen Willard,225
82731656,656,Rep 31-1,31,D,Karen Willard,91
82731657,657,Rep 31-1,31,D,Karen Willard,197
82731658,658,Rep 31-1,31,D,Karen Willard,494
82731659,659,Rep 31-1,31,D,Karen Willard,373
82731660,660,Rep 31-1,31,D,Karen Willard,119
82731661,661,Rep 31-1,31,D,Karen Willard,73
82731662,662,Rep 31-1,31,D,Karen Willard,124
82731663,663,Rep 31-1,31,D,Karen Willard,106
82731664,664,Rep 31-1,31,D,Karen Willard,103
82731665,665,Rep 31-1,31,D,Karen Willard,201
82731666,666,Rep 31-1,31,D,Karen Willard,128
82731667,667,Rep 31-1,31,D,Karen Willard,164
82731668,wilkeson rur 668,Rep 31-1,31,D,Karen Willard,48
82731669,wilkeson rur 669,Rep 31-1,31,D,Karen Willard,8
82731670,670,Rep 31-1,31,D,Karen Willard,65
82731671,671,Rep 31-1,31,D,Karen Willard,2
82731672,672,Rep 31-1,31,D,Karen Willard,73
82731673,673,Rep 31-1,31,D,Karen Willard,7
92731601,Edgewood 601,Rep 31-1,31,D,Karen Willard,136
92731602,Edgewood 602,Rep 31-1,31,D,Karen Willard,472
92731603,Edgewood 603,Rep 31-1,31,D,Karen Willard,609
92731604,Edgewood 604,Rep 31-1,31,D,Karen Willard,138
92731608,Pacific 608,Rep 31-1,31,D,Karen Willard,8
92731611,Sumner 611,Rep 31-1,31,D,Karen Willard,1
92731612,Sumner 612,Rep 31-1,31,D,Karen Willard,3
92731613,Sumner 613,Rep 31-1,31,D,Karen Willard,10
92731614,Sumner 614,Rep 31-1,31,D,Karen Willard,414
92731615,Sumner 615,Rep 31-1,31,D,Karen Willard,454
92731616,Sumner 616,Rep 31-1,31,D,Karen Willard,587
92731631,Puyallup 631,Rep 31-1,31,D,Karen Willard,4
92731636,Sumner 636,Rep 31-1,31,D,Karen Willard,0
92731643,643,Rep 31-1,31,D,Karen Willard,48
92731644,644,Rep 31-1,31,D,Karen Willard,59
PIERCE WA,PIERCE WA,Rep 31-1,31,D,Karen Willard,11144
82731617,Sumner 617,Rep 31-1,31,R,Dan Roach,1
82731618,Auburn 618,Rep 31-1,31,R,Dan Roach,18
82731619,Auburn 619,Rep 31-1,31,R,Dan Roach,645
82731621,Bonney Lake 621,Rep 31-1,31,R,Dan Roach,446
82731622,Bonney Lake 622,Rep 31-1,31,R,Dan Roach,867
82731623,Bonney Lake 623,Rep 31-1,31,R,Dan Roach,327
82731624,Bonney Lake 624,Rep 31-1,31,R,Dan Roach,385
82731625,Bonney Lake 625,Rep 31-1,31,R,Dan Roach,330
82731626,Bonney Lake 626,Rep 31-1,31,R,Dan Roach,85
82731627,Buckley 627,Rep 31-1,31,R,Dan Roach,194
82731628,Buckley 628,Rep 31-1,31,R,Dan Roach,488
82731629,South Prairie 629,Rep 31-1,31,R,Dan Roach,65
82731630,Wilkeson 630,Rep 31-1,31,R,Dan Roach,79
82731638,Lake Tapps 638,Rep 31-1,31,R,Dan Roach,318
82731639,Lake Tapps 639,Rep 31-1,31,R,Dan Roach,303
82731640,Lake Tapps 640,Rep 31-1,31,R,Dan Roach,577
82731641,Lake Tapps 641,Rep 31-1,31,R,Dan Roach,52
82731642,Lake Tapps 642,Rep 31-1,31,R,Dan Roach,247
82731645,645,Rep 31-1,31,R,Dan Roach,134
82731646,646,Rep 31-1,31,R,Dan Roach,136
82731647,647,Rep 31-1,31,R,Dan Roach,11
82731648,648,Rep 31-1,31,R,Dan Roach,86
82731649,649,Rep 31-1,31,R,Dan Roach,76
82731650,Lake Tapps 650,Rep 31-1,31,R,Dan Roach,282
82731651,Lake Tapps 651,Rep 31-1,31,R,Dan Roach,233
82731652,Lake Tapps 652,Rep 31-1,31,R,Dan Roach,429
82731653,Lake Tapps 653,Rep 31-1,31,R,Dan Roach,498
82731654,654,Rep 31-1,31,R,Dan Roach,98
82731655,655,Rep 31-1,31,R,Dan Roach,281
82731656,656,Rep 31-1,31,R,Dan Roach,121
82731657,657,Rep 31-1,31,R,Dan Roach,240
82731658,658,Rep 31-1,31,R,Dan Roach,510
82731659,659,Rep 31-1,31,R,Dan Roach,428
82731660,660,Rep 31-1,31,R,Dan Roach,156
82731661,661,Rep 31-1,31,R,Dan Roach,108
82731662,662,Rep 31-1,31,R,Dan Roach,128
82731663,663,Rep 31-1,31,R,Dan Roach,83
82731664,664,Rep 31-1,31,R,Dan Roach,107
82731665,665,Rep 31-1,31,R,Dan Roach,180
82731666,666,Rep 31-1,31,R,Dan Roach,195
82731667,667,Rep 31-1,31,R,Dan Roach,271
82731668,wilkeson rur 668,Rep 31-1,31,R,Dan Roach,68
82731669,wilkeson rur 669,Rep 31-1,31,R,Dan Roach,8
82731670,670,Rep 31-1,31,R,Dan Roach,93
82731671,671,Rep 31-1,31,R,Dan Roach,1
82731672,672,Rep 31-1,31,R,Dan Roach,68
82731673,673,Rep 31-1,31,R,Dan Roach,8
92731601,Edgewood 601,Rep 31-1,31,R,Dan Roach,151
92731602,Edgewood 602,Rep 31-1,31,R,Dan Roach,584
92731603,Edgewood 603,Rep 31-1,31,R,Dan Roach,608
92731604,Edgewood 604,Rep 31-1,31,R,Dan Roach,167
92731608,Pacific 608,Rep 31-1,31,R,Dan Roach,17
92731611,Sumner 611,Rep 31-1,31,R,Dan Roach,4
92731612,Sumner 612,Rep 31-1,31,R,Dan Roach,4
92731613,Sumner 613,Rep 31-1,31,R,Dan Roach,4
92731614,Sumner 614,Rep 31-1,31,R,Dan Roach,347
92731615,Sumner 615,Rep 31-1,31,R,Dan Roach,346
92731616,Sumner 616,Rep 31-1,31,R,Dan Roach,490
92731631,Puyallup 631,Rep 31-1,31,R,Dan Roach,4
92731636,Sumner 636,Rep 31-1,31,R,Dan Roach,0
92731643,643,Rep 31-1,31,R,Dan Roach,27
92731644,644,Rep 31-1,31,R,Dan Roach,58
PIERCE WA,PIERCE WA,Rep 31-1,31,R,Dan Roach,13275
82731617,Sumner 617,Rep 31-2,31,D,Christopher Hurst,0
82731618,Auburn 618,Rep 31-2,31,D,Christopher Hurst,24
82731619,Auburn 619,Rep 31-2,31,D,Christopher Hurst,619
82731621,Bonney Lake 621,Rep 31-2,31,D,Christopher Hurst,386
82731622,Bonney Lake 622,Rep 31-2,31,D,Christopher Hurst,665
82731623,Bonney Lake 623,Rep 31-2,31,D,Christopher Hurst,328
82731624,Bonney Lake 624,Rep 31-2,31,D,Christopher Hurst,353
82731625,Bonney Lake 625,Rep 31-2,31,D,Christopher Hurst,354
82731626,Bonney Lake 626,Rep 31-2,31,D,Christopher Hurst,65
82731627,Buckley 627,Rep 31-2,31,D,Christopher Hurst,240
82731628,Buckley 628,Rep 31-2,31,D,Christopher Hurst,493
82731629,South Prairie 629,Rep 31-2,31,D,Christopher Hurst,64
82731630,Wilkeson 630,Rep 31-2,31,D,Christopher Hurst,95
82731638,Lake Tapps 638,Rep 31-2,31,D,Christopher Hurst,240
82731639,Lake Tapps 639,Rep 31-2,31,D,Christopher Hurst,190
82731640,Lake Tapps 640,Rep 31-2,31,D,Christopher Hurst,492
82731641,Lake Tapps 641,Rep 31-2,31,D,Christopher Hurst,50
82731642,Lake Tapps 642,Rep 31-2,31,D,Christopher Hurst,231
82731645,645,Rep 31-2,31,D,Christopher Hurst,131
82731646,646,Rep 31-2,31,D,Christopher Hurst,136
82731647,647,Rep 31-2,31,D,Christopher Hurst,8
82731648,648,Rep 31-2,31,D,Christopher Hurst,114
82731649,649,Rep 31-2,31,D,Christopher Hurst,74
82731650,Lake Tapps 650,Rep 31-2,31,D,Christopher Hurst,218
82731651,Lake Tapps 651,Rep 31-2,31,D,Christopher Hurst,187
82731652,Lake Tapps 652,Rep 31-2,31,D,Christopher Hurst,218
82731653,Lake Tapps 653,Rep 31-2,31,D,Christopher Hurst,275
82731654,654,Rep 31-2,31,D,Christopher Hurst,97
82731655,655,Rep 31-2,31,D,Christopher Hurst,253
82731656,656,Rep 31-2,31,D,Christopher Hurst,116
82731657,657,Rep 31-2,31,D,Christopher Hurst,231
82731658,658,Rep 31-2,31,D,Christopher Hurst,505
82731659,659,Rep 31-2,31,D,Christopher Hurst,413
82731660,660,Rep 31-2,31,D,Christopher Hurst,152
82731661,661,Rep 31-2,31,D,Christopher Hurst,100
82731662,662,Rep 31-2,31,D,Christopher Hurst,134
82731663,663,Rep 31-2,31,D,Christopher Hurst,121
82731664,664,Rep 31-2,31,D,Christopher Hurst,119
82731665,665,Rep 31-2,31,D,Christopher Hurst,222
82731666,666,Rep 31-2,31,D,Christopher Hurst,134
82731667,667,Rep 31-2,31,D,Christopher Hurst,180
82731668,wilkeson rur 668,Rep 31-2,31,D,Christopher Hurst,52
82731669,wilkeson rur 669,Rep 31-2,31,D,Christopher Hurst,10
82731670,670,Rep 31-2,31,D,Christopher Hurst,83
82731671,671,Rep 31-2,31,D,Christopher Hurst,2
82731672,672,Rep 31-2,31,D,Christopher Hurst,109
82731673,673,Rep 31-2,31,D,Christopher Hurst,7
92731601,Edgewood 601,Rep 31-2,31,D,Christopher Hurst,153
92731602,Edgewood 602,Rep 31-2,31,D,Christopher Hurst,496
92731603,Edgewood 603,Rep 31-2,31,D,Christopher Hurst,626
92731604,Edgewood 604,Rep 31-2,31,D,Christopher Hurst,159
92731608,Pacific 608,Rep 31-2,31,D,Christopher Hurst,10
92731611,Sumner 611,Rep 31-2,31,D,Christopher Hurst,2
92731612,Sumner 612,Rep 31-2,31,D,Christopher Hurst,4
92731613,Sumner 613,Rep 31-2,31,D,Christopher Hurst,11
92731614,Sumner 614,Rep 31-2,31,D,Christopher Hurst,430
